Account_Number,Account_Name,Property_Code,Account_Base_Name,Account_Sub_Detail,Total_Balance,Is_Accumulated,Target_Account_Name,Target_Account_Code,Action,Notes
6110-1065,Painting and Plastering,nan,Painting and Plastering,nan,35281.56,False,Corporate Cash,CASH-001,merge,Painting and Plastering account merged into Corporate Cash.
6110-1066,Maintenance Contracts,nan,Maintenance Contracts,nan,990.0,False,Corporate Cash,CASH-001,merge,Maintenance Contracts account merged into Corporate Cash.
6110-1067,HVAC Heat Ventilation Air,nan,HVAC Heat Ventilation Air,nan,266754.26,False,Corporate Cash,CASH-001,merge,HVAC Heat Ventilation Air account merged into Corporate Cash.
6110-1070,Electrical Repair and Maintenance,nan,Electrical Repair and Maintenance,nan,94543.82,False,Corporate Cash,CASH-001,merge,Electrical Repair and Maintenance account merged into Corporate Cash.
6110-1075,Elevator Inspection Repair Contract,nan,Elevator Inspection Repair Contract,nan,204335.58,False,Corporate Cash,CASH-001,merge,Elevator Inspection Repair Contract account merged into Corporate Cash.
6110-1100,Carpet Cleaning,nan,Carpet Cleaning,nan,8937.5,False,Corporate Cash,CASH-001,merge,Carpet Cleaning account merged into Corporate Cash.
6110-1110,Equipment Rental,nan,Equipment Rental,nan,29407.5,False,Corporate Cash,CASH-001,merge,Equipment Rental account merged into Corporate Cash.
6110-1150,Testing  Licensing and  Inspections,nan,Testing  Licensing and  Inspections,nan,59186.44,False,Corporate Cash,CASH-001,merge,Testing Licensing and Inspections account merged into Corporate Cash.
6110-1175,Extermination,nan,Extermination,nan,341980.42000000004,False,Corporate Extermination Expense,EXP-EXTERMINATION,keep,"Non-accumulated account, kept as is."
6110-1180,Water Softener and Conditioner,nan,Water Softener and Conditioner,nan,2251.64,False,Corporate Water Softener and Conditioner Expense,EXP-WATER_SOFTENER,keep,"Non-accumulated account, kept as is."
6200-0001,Trash Disposal,nan,Trash Disposal,nan,704021.02,False,Corporate Trash Disposal,6200-TRASH,keep,Standardized naming for trash disposal.
6200-0002,Recycling Removal,nan,Recycling Removal,nan,2061.3,False,Corporate Recycling Removal,6200-RECYCLE,keep,Standardized naming for recycling removal.
6200-0010,Landscaping,nan,Landscaping,nan,956371.44,False,Corporate Landscaping,6200-LANDSCAPING,keep,Standardized naming for landscaping.
6200-0015,Snow Removal,nan,Snow Removal,nan,1532740.2399999998,False,Corporate Snow Removal,6200-SNOW,keep,Standardized naming for snow removal.
6200-0020,Garage Repairs,nan,Garage Repairs,nan,560.0,False,Corporate Garage Repairs,6200-GARAGE,keep,Standardized naming for garage repairs.
6200-0030,Sprinkler System Maint & Repair,nan,Sprinkler System Maint & Repair,nan,23822.26,False,Corporate Sprinkler System Maintenance,6200-SPRINKLER,keep,Standardized naming for sprinkler system maintenance.
6200-0040,Parking Lot Minor Repairs,nan,Parking Lot Minor Repairs,nan,3785.0,False,Corporate Parking Lot Minor Repairs,6200-PARKING_MINOR,keep,Standardized naming for parking lot minor repairs.
6200-0045,Parking Lot Sweeping  Maintenance,nan,Parking Lot Sweeping  Maintenance,nan,8160.0,False,Corporate Parking Lot Sweeping Maintenance,6200-PARKING_SWEEP,keep,Standardized naming for parking lot sweeping maintenance.
6200-0050,Sidewalk and Concrete Repairs,nan,Sidewalk and Concrete Repairs,nan,15675.12,False,Corporate Sidewalk and Concrete Repairs,6200-SIDEWALK,keep,Standardized naming for sidewalk and concrete repairs.
6300-0005,Backflow Testing,nan,Backflow Testing,nan,5499.8,False,Corporate Cash,CASH-001,keep,Non-accumulated account for backflow testing.
6300-0010,Inspections for Security and Safety,nan,Inspections for Security and Safety,nan,2086.88,False,Corporate Cash,CASH-001,keep,Non-accumulated account for inspections.
6310-0000,Fire and Life Safety Maintenance,nan,Fire and Life Safety Maintenance,nan,248202.08,False,Corporate Cash Reserve,CASH_RESERVE,keep,Non-accumulated account for maintenance services.
6310-0001,Security Service,nan,Security Service,nan,88214.92,False,Corporate Cash Reserve,CASH_RESERVE,merge,Non-accumulated account for security services merged into Corporate Cash Reserve.
6310-0002,Alarm Monitoring Service,nan,Alarm Monitoring Service,nan,31343.1,False,Corporate Cash Reserve,CASH_RESERVE,merge,Non-accumulated account for alarm monitoring services merged into Corporate Cash Reserve.
6310-0010,Telephone Elevator and Alarms,nan,Telephone Elevator and Alarms,nan,13861.12,False,Corporate Cash Reserve,CASH_RESERVE,merge,Non-accumulated account for telephone elevator and alarms merged into Corporate Cash Reserve.
6400-0010,Electricity,nan,Electricity,nan,4644219.359999999,False,Utility Electricity,6400-0010,keep,Non-accumulated account for electricity.
6400-0020,Gas,nan,Gas,nan,1018203.18,False,Utility Gas,6400-0020,keep,Non-accumulated account for gas.
6400-0025,Gas and Electric Combo Billing,nan,Gas and Electric Combo Billing,nan,115022.84,False,Utility Gas and Electric Combo,6400-0025,keep,Non-accumulated account for gas and electric combo billing.
6400-0030,Water and Sewer,nan,Water and Sewer,nan,803726.8,False,Utility Water and Sewer,6400-0030,keep,Non-accumulated account for water and sewer.
6400-0035,Electricity Vacant Unit,nan,Electricity Vacant Unit,nan,32227.7,False,Utility Electricity Vacant Unit,6400-0035,keep,Non-accumulated account for electricity in vacant units.
6400-0040,Gas Vacant Unit,nan,Gas Vacant Unit,nan,2438.84,False,Utility Gas Vacant Unit,6400-0040,keep,Non-accumulated account for gas in vacant units.
6400-0046,Internet Services,nan,Internet Services,nan,716809.48,False,Utility Internet Services,6400-0046,keep,Non-accumulated account for internet services.
6400-0047,Telephone Service,nan,Telephone Service,nan,405049.92,False,Utility Telephone Service,6400-0047,keep,Non-accumulated account for telephone service.
6450-0010,Management Fee,nan,Management Fee,nan,6621975.74,False,Corporate Management Fee,6450-MF,keep,Standardized naming for management fees.
6450-0030,General Contracting Fee,nan,General Contracting Fee,nan,63446.9,False,Corporate General Contracting Fee,6450-GCF,keep,Standardized naming for general contracting fees.
6450-0050,Association Fees,nan,Association Fees,nan,37723.1,False,Corporate Association Fees,6450-AF,keep,Standardized naming for association fees.
6461-0000,Property Tax,nan,Property Tax,nan,22721063.64,False,Corporate Cash Reserve,6461-0000,keep,Property Tax account
6461-0002,Property Tax Appeal Commercial,nan,Property Tax Appeal Commercial,nan,6000.0,False,Corporate Cash Reserve,6461-0002,merge,Property Tax Appeal Commercial merged into Corporate Cash Reserve
6461-0999,Business Owners Insurance,nan,Business Owners Insurance,nan,14074.1,False,Corporate Cash Reserve,6461-0999,merge,Business Owners Insurance merged into Corporate Cash Reserve
6461-1000,Property Insurance,nan,Property Insurance,nan,3284047.12,False,Corporate Cash Reserve,6461-1000,merge,Property Insurance merged into Corporate Cash Reserve
6461-1001,General Liability Insurance,nan,General Liability Insurance,nan,73662.0,False,Corporate Cash Reserve,6461-1001,merge,General Liability Insurance merged into Corporate Cash Reserve
6461-1002,Insurance Expense - Other,nan,Insurance Expense,Other,332779.6,False,Corporate Cash Reserve,6461-1002,merge,Insurance Expense - Other merged into Corporate Cash Reserve
7000-0008,Meeting Meals,nan,Meeting Meals,nan,63833.26,False,Corporate Meeting Meals,7000-0008,keep,Standardized naming for meeting meals.
7000-0009,Meals & Entertainment,nan,Meals & Entertainment,nan,33793.54,False,Corporate Meals & Entertainment,7000-0009,keep,Standardized naming for meals and entertainment.
7000-0012,Parking,nan,Parking,nan,291498.0,False,Corporate Parking Expense,7000-0012,keep,Standardized naming for parking expenses.
7000-0013,Vehicle Expense,nan,Vehicle Expense,nan,139225.48,False,Corporate Vehicle Expense,7000-0013,keep,Standardized naming for vehicle expenses.
7000-0014,Equipment Expense,nan,Equipment Expense,nan,69282.16,False,Corporate Equipment Expense,7000-0014,keep,Standardized naming for equipment expenses.
7000-0015,HVAC Non Recoverable,nan,HVAC Non Recoverable,nan,22167.34,False,Corporate HVAC Non Recoverable,7000-0015,keep,Standardized naming for HVAC non-recoverable expenses.
7000-0020,Office Utilities,nan,Office Utilities,nan,18458.88,False,Corporate Office Utilities,7000-0020,keep,Standardized naming for office utilities.
7000-0026,Software,nan,Software,nan,782348.56,False,Corporate Software Expense,7000-0026,keep,Standardized naming for software expenses.
7000-0040,Association Fees,nan,Association Fees,nan,13085.0,False,Corporate Association Fees,7000-0040,keep,Standardized naming for association fees.
7000-0045,Bank Charges Expense,nan,Bank Charges Expense,nan,466242.52,False,Corporate Bank Charges Expense,7000-0045,keep,Standardized naming for bank charges.
7000-0046,Late Fee Expense,nan,Late Fee Expense,nan,27409.1,False,Corporate Late Fee Expense,7000-0046,keep,Standardized naming for late fees.
7000-0047,Credit Card Processing Fees,nan,Credit Card Processing Fees,nan,1561835.0600000003,False,Corporate Credit Card Processing Fees,7000-0047,keep,Standardized naming for credit card processing fees.
7000-0048,Payable Processing Fees,nan,Payable Processing Fees,nan,-14.0,False,Corporate Payable Processing Fees,7000-0048,keep,Standardized naming for payable processing fees.
7000-0050,Postage and Shipping Fees,nan,Postage and Shipping Fees,nan,168143.28,False,Corporate Postage and Shipping Fees,7000-0050,keep,Standardized naming for postage and shipping fees.
7000-0054,Travel Expenses,nan,Travel Expenses,nan,286192.22,False,Corporate Travel Expenses,7000-0054,keep,Standardized naming for travel expenses.
7000-0060,Office Supplies,nan,Office Supplies,nan,210072.28,False,Corporate Office Supplies,7000-0060,keep,Standardized naming for office supplies.
7000-0065,Dues and Subscriptions,nan,Dues and Subscriptions,nan,44665.1,False,Corporate Dues and Subscriptions,7000-0065,keep,Standardized naming for dues and subscriptions.
7000-0070,Fines and Penalties,nan,Fines and Penalties,nan,3546.1,False,Corporate Fines and Penalties,7000-0070,keep,Standardized naming for fines and penalties.
7000-0999,Miscellaneous Expense,nan,Miscellaneous Expense,nan,16980.26,False,Corporate Miscellaneous Expense,7000-0999,keep,Standardized naming for miscellaneous expenses.
7200-0001,Answering Service,nan,Answering Service,nan,438722.66,False,Corporate Operating Expense,7200-OP-001,keep,Answering Service expense account.
7200-0002,Communication Center,nan,Communication Center,nan,1889377.74,False,Corporate Operating Expense,7200-OP-002,keep,Communication Center expense account.
7200-0003,Auction Costs,nan,Auction Costs,nan,39993.880000000005,False,Corporate Operating Expense,7200-OP-003,keep,Auction Costs expense account.
7200-0015,Legal Accounting and Servicing,nan,Legal Accounting and Servicing,nan,260648.52,False,Corporate Operating Expense,7200-OP-004,keep,Legal Accounting and Servicing expense account.
7200-0020,Professional Fees,nan,Professional Fees,nan,1001232.9,False,Corporate Operating Expense,7200-OP-005,keep,Professional Fees expense account.
7310-0005,Supervisory Payroll Expense,nan,Supervisory Payroll Expense,nan,1728668.6800000002,False,Corporate Payroll Expense,PAYROLL_EXPENSE,keep,Normalized account name for consistency.
7320-0000,Bonus,nan,Bonus,nan,22535.7,False,Corporate Bonus,7320,keep,Non-accumulated bonus account
7340-0000,Payroll exp,nan,Payroll exp,nan,4265877.52,False,Corporate Payroll Expense,PAYROLL_EXP,keep,Standardized naming for payroll expense account.
7400-0000,Payroll Taxes,nan,Payroll Taxes,nan,5035.54,False,Corporate Payroll Taxes,7400,keep,Standardized naming for payroll taxes.
7400-0001,Payroll 1099 Contractor,nan,Payroll 1099 Contractor,nan,631918.9200000002,False,Corporate Payroll 1099 Contractor,7401,keep,Standardized naming for 1099 contractor payroll.
7400-0003,Workers Comp Insurance,nan,Workers Comp Insurance,nan,21313.68,False,Corporate Workers Comp Insurance,7403,keep,Standardized naming for workers comp insurance.
8000-0001,Insurance Claim,nan,Insurance Claim,nan,-90021.98,False,Insurance Claim Cash,Insurance_Claim_Cash,keep,Account is not accumulated and needs to be kept as is.
8100-0000,Construction ReHab,nan,Construction ReHab,nan,129993.72,False,Corporate Construction ReHab,8100-0000,keep,No similar accounts found.
8100-1000,Depreciation Expense,nan,Depreciation Expense,nan,37444544.34,False,Corporate Depreciation Expense,8100-1000,keep,No similar accounts found.
8100-1001,Amortization,nan,Amortization,nan,4925310.6,False,Corporate Amortization,8100-1001,keep,No similar accounts found.
8100-1002,Depreciation Expense - 754,nan,Depreciation Expense,754,7650.0,False,Corporate Depreciation Expense - 754,8100-1002,keep,No similar accounts found.
8100-1003,A/D Building 754,nan,Building 754,nan,12240.0,True,Corporate A/D Building 754,8100-1003,keep,"Accumulated account, kept distinct."
8110-0000,Elevator Repair/Replace Major,nan,Elevator Repair/Replace Major,nan,80795.08,False,Elevator Repair/Replace Major,8110,keep,Account is not a bank/cash account; keeping as is.
8150-0000,"Carpet, Flooring and Cabinet Replacement",nan,"Carpet, Flooring and Cabinet Replacement",nan,20239.18,False,Corporate Cash Replacement,CC-REPL,keep,Account is not a bank/cash account; keep as is.
8160-0000,Painting,nan,Painting,nan,23809.76,False,Corporate Cash,CC-001,keep,Non-accumulated account for painting expenses.
8161-0000,"Blinds, Window, Window Treatments, Doors",nan,"Blinds, Window, Window Treatments, Doors",nan,39207.1,False,Corporate Cash,CASH-001,keep,Account does not fit into bank/cash categories; normalized naming.
8170-0000,Signage and Awnings,nan,Signage and Awnings,nan,390805.96,False,Corporate Cash,CASH-001,keep,Account does not fit into bank/cash categories; categorized as corporate cash.
8179-9999,Repairs Major,nan,Repairs Major,nan,2051946.3,False,Corporate Cash Repairs Major,CCRM,keep,Account is not accumulated and is kept as is.
8180-0000,Appliances,nan,Appliances,nan,-905.84,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0001,Roof Repairs and Replacement Major,nan,Roof Repairs and Replacement Major,nan,187414.4,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0002,Parking Lot Repairs and Replacement Major,nan,Parking Lot Repairs and Replacement Major,nan,211944.56,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0004,"Boiler, A/C, Hot H2O and Furnace Replacement",nan,"Boiler, A/C, Hot H2O and Furnace Replacement",nan,139508.38,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0009,Tenant Improvement,nan,Tenant Improvement,nan,12400.0,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0010,Real Property Improvement,nan,Real Property Improvement,nan,15397.24,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0011,Plumbing Repairs Major,nan,Plumbing Repairs Major,nan,46274.6,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0012,Landscaping and Grounds Major,nan,Landscaping and Grounds Major,nan,56903.78,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0013,Architectural Drawings,nan,Architectural Drawings,nan,43494.6,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0014,Appraisal Fees,nan,Appraisal Fees,nan,25300.0,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0015,Lease Administration,nan,Lease Administration,nan,2203.0,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0016,Recruitment,nan,Recruitment,nan,9998.82,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0017,Inspections For Review to Purchase New Assets,nan,Inspections For Review to Purchase New Assets,nan,3680.0,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0105,Audit Services,nan,Audit Services,nan,78768.0,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0200,Leasing Commissions,nan,Leasing Commissions,nan,1037437.76,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-0201,Sales Commissions,nan,Sales Commissions,nan,16600.0,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8180-1001,Property Rental Expense,nan,Property Rental Expense,nan,319.92,False,Corporate Cash,CASH-001,keep,Non-accumulated account
8181-0000,Closing Costs,nan,Closing Costs,nan,766584.38,False,Corporate Cash Closing Costs,8181-CC-CC,keep,Non-accumulated account for closing costs.
8181-0100,Due Diligence,nan,Due Diligence,nan,48490.66,False,Corporate Cash Due Diligence,8181-CC-DD,keep,Non-accumulated account for due diligence.
8181-0101,Loan Origination Fees,nan,Loan Origination Fees,nan,168022.54,False,Corporate Cash Loan Origination Fees,8181-CC-LOF,keep,Non-accumulated account for loan origination fees.
8181-0102,Setup Costs,nan,Setup Costs,nan,757272.9200000002,False,Corporate Cash Setup Costs,8181-CC-SC,keep,Non-accumulated account for setup costs.
8181-0103,Professional Consulting,nan,Professional Consulting,nan,1921128.74,False,Corporate Cash Professional Consulting,8181-CC-PC,keep,Non-accumulated account for professional consulting.
8181-0104,Reimburse Travel Expenses,nan,Reimburse Travel Expenses,nan,172774.0,False,Corporate Cash Reimburse Travel Expenses,8181-CC-RTE,keep,Non-accumulated account for travel expenses.
8181-0105,Taxes & Licenses,nan,Taxes & Licenses,nan,83556.08000000002,False,Corporate Cash Taxes & Licenses,8181-CC-TL,keep,Non-accumulated account for taxes and licenses.
8181-0110,Acquisition Legal Fees,nan,Acquisition Legal Fees,nan,16239.96,False,Corporate Cash Acquisition Legal Fees,8181-CC-ALF,keep,Non-accumulated account for acquisition legal fees.
8181-0114,RE Tax Appeal costs,nan,RE Tax Appeal costs,nan,701120.22,False,Corporate Cash RE Tax Appeal Costs,8181-CC-RTAC,keep,Non-accumulated account for tax appeal costs.
8181-1000,Organizational Costs,nan,Organizational Costs,nan,47927.3,False,Corporate Cash Organizational Costs,8181-CC-OC,keep,Non-accumulated account for organizational costs.
8181-1500,Transfer To From,nan,Transfer To From,nan,1000.0,False,Corporate Cash Transfer To From,8181-CC-TTF,keep,Non-accumulated account for transfers.
8389-9999,Miscelleneous Non-Operating Expense,nan,Miscelleneous Non-Operating Expense,nan,1015522.54,False,Corporate Miscellaneous Non-Operating Expense,NON_OP_EXP,keep,Account is non-operating and should be kept as is.
8520-0000,2nd Mortgage Interest,nan,2nd Mortgage Interest,nan,12820.08,False,Corporate Cash,CASH-002,keep,Non-accumulated account for mortgage interest.
8540-0000,Loan Interest,nan,Loan Interest,nan,52172457.98,False,Corporate Loan Interest,INT-LOAN,keep,Non-accumulated loan interest account.
8590-0002,State Income Tax Payments,nan,State Income Tax Payments,nan,43397.08,False,Corporate Tax Payable,8590-0002,keep,State Income Tax Payments
8590-0004,Sales Tax,nan,Sales Tax,nan,181427.92,False,Corporate Tax Payable,8590-0004,merge,Sales Tax
8590-0005,Parking Tax,nan,Parking Tax,nan,65430.42,False,Corporate Tax Payable,8590-0005,merge,Parking Tax
8590-0006,Personal Property Tax,nan,Personal Property Tax,nan,4858.9,False,Corporate Tax Payable,8590-0006,merge,Personal Property Tax
9000-1000,Gain on Property,nan,Gain on Property,nan,-3132017.92,False,Corporate Gain on Property,9000-1000,keep,Non-accumulated account
9000-1001,Miscellaneous Income,nan,Miscellaneous Income,nan,1879193.48,False,Corporate Miscellaneous Income,9000-1001,keep,Non-accumulated account
9000-1002,Interest on Bank Accounts,nan,Interest on Bank Accounts,nan,53114.3,False,Corporate Interest on Bank Accounts,9000-1002,keep,Non-accumulated account
9000-1003,Property Rental Income,nan,Property Rental Income,nan,-4814449.4,False,Corporate Property Rental Income,9000-1003,keep,Non-accumulated account
